Alemão,Português
angeklagte,acusado
perlen,pérola
schwulen,gay
dutzende,dezenas
simmons,Simmons
aufgezogen,criado
campus,campus
herd,forno
hospital,hospital
leichtes,luz
rich,amarelo
gegrüßt,saudações
aufsicht,á vista
hündchen,Pooch
gegenstand,objeto
tageslicht,luz do dia
emotionale,emocional
clean,limpar
cassie,Cassie
sünder,pecador
beträgt,equivale a
wunderschönes,lindo
schickst,atrevido
weiblichen,fêmea
rauszuholen,sair
kapier,boné
rausgeholt,buscado
entworfen,projetado
eingenommen,levado
daphne,Dapne
mochten,gostaria
köchin,cozinhar
willi,Eu vou
beichte,confissão
seven,Sete
marina,marina
ausliefern,entregar
perfektes,perfeito
glücklichen,feliz
wodurch,através do qual
entsprechend,de acordo
umher,em volta
erica,Érica
wurst,salsicha
notiz,observação
vorsprechen,audição
bekannter,conhecido
antrieb,dirigir
zwerge,anão
trösten,console
armut,pobreza
verbannt,banido
parade,parada
konzentriere,concentrado
angefahren,abordado
-mal,-apenas
kindisch,infantil
krüppel,aleijado
kreisen,círculo
bestrafung,punição
araber,árabe
klebt,colado
perücke,peruca
gemma,Gemma
hummer,lagosta
se,SE
june,Junho
wimmert,choramingar
drittel,um terço
budget,orçamento
lieferwagen,caminhões de entrega
shannon,Shannon
zurückgebracht,trazer de volta
verschwiegen,escondido
drang,urgir
redeten,falar
chi,Chi
herzukommen,para chegar aqui
anhängen,anexar
einsame,sozinho
wu,Wu
wraith,Wraith
erwartete,esperado
tierarzt,veterinario
cousins,primos
zudem,além disso
sturz,cair
rusty,oxidado
untergehen,descer
gelang,ter sucesso
wasch,lavando
schmutzigen,sujo
abkommen,acordo
tänzer,dançarino
dürften,poderia
erstatten,reembolsar
verarbeiten,processo
verfügbar,acessível
autobahn,auto-estrada
mandant,cliente
clubs,clubes
lukas,Lukas
widmen,dedicar
sprichwort,ditado
hierfür,por isso
vergeltung,retribuição
hardy,Hardy
gekleidet,vestido
fotografiert,fotografado
knallen,para pop
wichtigeres,mais importante
immerzu,sempre
schuldgefühle,sentimentos de culpa
schnurrbart,bigode
genügen,encontrar
rumlaufen,andar poraí
brötchen,rolo de pão
flut,enchente
haushalt,doméstico
angelo,Angelo
cleveland,Cleveland
ministerium,ministério
aufgestellt,configurar
est,Husa
anker,âncora
wang,Wang
qual,tormento
rauschen,correr
debatte,debate
informant,informante
masse,Dimensões
insekten,insetos
lud,convidamos
glotzt,Starish
rückseite,voltar
spezialität,especialidade
schimmer,brilhar
mordfall,assassinato
verbieten,proibir
terrorist,terrorista
sirenen,sirenes
theorien,teorias
kichern,risadinha
positive,positivo
gestresst,estressante
korea,Coréia
zeitschrift,revista
wildnis,região selvagem
s.h.i.e.l.d.,ESCUDO.
menschlicher,humano
schlamassel,bagunça
behindert,deficiente
überbringen,converter
reingezogen,puxado para dentro
mitzuteilen,compartilhado
zurückkam,voltou
abstimmung,enquete
dritt,terceiro
senat,senado
mittags,hora do almoço
marshal,Marechal
bridge,ponte
price,preço
raucht,fumado
veranstalten,organizar
jahreszeit,temporada
zusätzliche,adicional
want,Querer
drucken,imprensa
segel,velejar
crowley,Crowley
bezahlte,pago
überflüssig,supérfluo
taschentuch,Lenço
square,Quadrado
rockmusik,musica rock
beschleunigen,acelerar
wählte,escolheu
lustiger,mais engraçado
marian,Marian
glocken,Sino
tennis,tênis
seither,desde
christen,cristão
überqueren,atravessar
kreuzung,cruzando
häusern,casas
weiche,macio
trudy,Trudy
punkten,pontuação
henderson,Henderson
verpasse,perder
potter,Oleiro
reinlegen,para enganar
jeep,jipe
gefilmt,filmado
hamilton,Hamilton
bucht,baía
bildschirm,tela
saufen,bebida
gehackt,picado
eminenz,eminência
mailbox,caixa de correio
münchen,Munique
erschoss,tomada
jenkins,Jenkins
attentat,ataque
garrett,Garrett
verschwendung,desperdício
bemerkte,observado
miesen,nojento
zischen,silvo
helf,ajuda
geschirr,pratos
ähnlichkeit,semelhança
feiglinge,covarde
spass,diversão
lächelt,sorriso
klaut,roubado
setzten,definir
bon,Bon
entwischt,limpo
rauchst,fumaça
masken,máscaras
schwimmt,nada
ausgezeichnete,excelente
vorname,primeiro nome
schwitzen,suor
ginger,ruivo
bourbon,bourbon
haust,parar
befand,encontrado
lacey,Lacey
elefant,elefante
annähernd,aproximadamente
gewebe,tecido
unterschätzt,subestimado
sternzeit,Período da estrela
wachte,cornija
barbie,Barbie
eichhörnchen,esquilo
zerbrechen,quebrar
poker,poker
wechsel,mudar
lesbe,lésbica
cordelia,Cordelia
konten,Contas
schleichen,para esgueirar -se
strasse,rua
höschen,calcinhas
jüngsten,o mais novo
niedrig,baixo
sonja,Sonja
klimaanlage,ar condicionado
vulkan,vulcão
thea,Thea
anbetracht,considerado
lesbisch,lésbica
cristina,Cristina
platziert,colocada
abgrund,Abismo
zeichnungen,desenhos
sinken,afundar
hamburg,Hamburgo
trauern,lamentar
abreise,partida
dates,datas
bette,cama
klemmt,teimoso
ansehe,Olhe para
lin,Lin
passend,apropriado
sidney,Sidney
mittagspause,pausa para o almoço
wettkampf,concorrência
verschluckt,engolido
limo,refrigerante
erhebt,criado
beneide,dote
beschwerde,reclamação
erregen,irritar
überwältigt,sobrecarregado
turtle,tartaruga
nypd,NYPD
benannt,nomeado
begrüßt,cumprimentou
trommeln,bateria
burns,queimaduras
hayes,Hayes
fortsetzen,continuar
geplatzt,estourando
pan,frigideira
mildred,Mildred
erschieße,mostrar
locke,ondulação
nachnamen,sobrenome
anpassen,ajustar
altmodisch,antiquado
teurer,mais caro
feuerzeug,isqueiro
trau,durável
serienmörder,assassino em série
georges,Georges
dr,Dr
durchgegangen,passou
beseitigt,eliminado
alkoholiker,alcoólico
laßt,folhas
ganzem,todo
elemente,elementos
feinden,inimigos
rückweg,há muito tempo
amelia,Amelia
abigail,Abigail
heimweg,caminho de casa
menschlichkeit,humanidade
signora,Signora
geheimnisvolle,misterioso
mcgee,McGee
befolgt,seguido
abreisen,deixar
premiere,pré estreia
schwingen,balanço
initiative,iniciativa
from,De
felicity,felicidade
sexuellen,sexual
geschäftsführer,Diretor-gerente
telefone,telefones
peterson,Peterson
strafzettel,bilhete
gelobt,elogiado
uniformen,uniformes
beschissener,porcaria
pulver,pó
welpen,filhote de cachorro
angesprochen,endereçado
kung,Kung
angenehme,prazeroso
kostüme,trajes
nachmittags,a tarde
lebewohl,adeus
reporterin,repórter
crystal,cristal
nikita,Nikita
vorwand,pretexto
genervt,incomodado
kreditkarten,cartões de crédito
durstig,sedento
eintreffen,chegar
nationalen,nacional
mitteln,concordar
trauma,trauma
beobachtung,observação
aufhält,parou
dergleichen,tal
erwacht,despertado
schlaft,está dormindo
lebenslauf,cv
anrufbeantworter,Secretária eletrônica
feiner,Finer
verschoben,atraso
zumachen,fechar
relativ,relativo
wes,Wes
rücksicht,consideração
lamm,cordeiro
pier,píer
widersprechen,contraditório
erwische,pegar
dachboden,sótão
bradley,Bradley
keinesfalls,de maneira alguma
duck,pato
bislang,até aqui
retter,salvador
transportieren,transporte
anrief,chamado
aufpasst,cuidadoso
braune,bronzeado
spontan,espontâneo
prächtig,esplêndido
galactica,Galactica
verreist,fora da cidade
jahrhunderten,séculos
pullover,estacionar
ansprechen,falar com
frischer,fresco
queens,rainhas
moon,lua
spitzel,espião
schnellste,o mais rápido
bemühungen,esforços
dreckiger,sujo
büros,escritórios
unfälle,acidentes
beamte,Policial
angeschlossen,conectado
unterschiedliche,diferente
kluger,mais esperto
stürmen,tempestade
jedi,Jedi
begreife,seqüência
fersen,salto
vorbereitungen,preparação
fortfahren,Continuar
produzent,produtor
zwischenfall,incidente
zurückgezogen,retirado
autsch,Ai
ivy,hera
riesiger,enorme
vorhänge,cortinas
pflege,Cuidado
rauslassen,solte
kermit,melhor
golden,dourado
nachforschungen,pesquisar
erfahre,experiência
kanzler,Chanceler
jin,Jin
stößt,solavancos
austin,Austin
sahne,creme
binde,vinculativo
zwiebeln,cebola
schlitten,trenós
jahrhunderte,séculos
talente,talento
läßt,folhas
rennst,correndo
kay,Kay
erbarmen,misericórdia
verkünden,proclamar
vorgestern,anteontem
betreiben,operar
starsky,Starsky
mindeste,ao menos
mimi,Mimi
andrews,Andrews
singst,cantoria
einsätze,Chamadas
nötigen,necessário
egon,Egon
bemerkenswert,notável
warmes,esquentar
dinosaurier,dinossauro
wahrscheinlichkeit,probabilidade
worin,em que
rabbi,rabino
nachfrage,demanda
unwohl,desconfortável
pony,pónei
materie,matéria
verpisst,puto
leuchtet,brilha
wehtut,machucando
unterwelt,submundo
irrt,incorreta
prüfungen,exames
vertrieben,expulso
haustür,porta da frente
neuigkeit,notícias
gereicht,servido
weigert,recusou
semester,semestre
unternommen,empreendeu
gespart,salvou
geerbt,herdado
starbuck,Darbuck
glanz,brilhar
fähre,balsa
betäubt,atordoado
arrogant,arrogante
ausgeliefert,entregue
gästen,convidados
holland,Holanda
zuzusehen,Olhe para
fotograf,fotógrafo
eigentümer,proprietário
hinkriegen,abaixe-se
speed,velocidade
realistisch,realista
vaughn,Vaughn
kindergarten,Jardim da infância
riesiges,enorme
pub,bar
bedrückt,depressivo
streitet,ardente
deckt,abordado
kassette,cassete
mack,Mack
arrow,seta
vergebe,perdoar
said,disse
fish,peixe
kandidat,candidato
klempner,encanador
blaues,azul
ängste,medos
litt,sofrer
verliebte,apaixonado
befahl,ordenado
spaghetti,espaguete
franzose,francês
dunkler,mais escura
zukünftigen,futuro
anzubieten,oferecer
gesendet,Postou
tobias,Tobias
schlauch,mangueira
einstein,Einstein
gelähmt,paralisado
grillen,grelhar
landschaft,paisagem
funktion,função
anonym,anônimo
albträume,pesadelos
träum,sonhar
facebook,Facebook
mh,MH
veranstaltung,evento
mount,montar
verpflichtungen,obrigações
sinclair,Sinclair
rue,rue
schülerin,aluno
innerlich,interno
künstlerin,artista
madrid,Madri
schöpfer,O Criador
regiert,governado
aufschreiben,escreva
erleichterung,alívio
ava,Ava
auktion,leilão
regal,prateleira
fakt,facto
christi,Cristo
niveau,nível
fahndung,procurar
friede,paz
erlitten,sofreu
mathematik,matemática
nasa,NASA
bittest,petição
psycho,psicopata
matratze,colchão
tretet,julgamento
mordwaffe,arma do crime
finanzielle,financeiro
bänder,fitas
detectives,detetive
wieviele,quantos
undercover,disfarçado
herzustellen,fazer
arbeitgeber,empregador
werkzeuge,ferramentas
frankenstein,Frankenstein
beruhigungsmittel,sedativo
ingrid,Ingrid
coulson,Coulson
trugen,carregou
kurzfristig,curto prazo
spannungsvolle,tenso
clayton,Clayton
kämpften,lutar
erlangen,ganho
weltall,espaço
nanu,NANU
vertuschen,cobrir
weckt,acordando
gewagt,audaz
nieren,rim
zinsen,encargos de juros
hutch,Escotilha
einpacken,embrulhar
monty,Monty
ballon,balão
verflixt,maldito
herkam,apareceu
rudel,pacote
gregory,Gregory
horizont,horizonte
sofia,Sofia
durften,foram permitidos
zusätzlich,adicionalmente
dekan,reitor
verträge,contratos
umzug,mover
brady,Brady
sängerin,cantor
wäldern,florestas
darstellen,representar
limousine,limusine
fracht,frete
zurückzukommen,Voltam
morty,Morty
gedenken,comemorar
aufgeschrieben,escrito
handlungen,ações
struktur,estrutura
kerker,masmorra
aufzupassen,tome cuidado
hüten,manter-se
christ,cristão
unverschämt,ultrajante
durchschaut,transparente
mögt,gosta
nachname,sobrenome
händchen,mãos
calvin,Calvin
birne,pera
vorgesehen,pretendido
gnädig,graciosamente
nachgesehen,verificado
predigt,sermão
versehentlich,inadvertidamente
schwerter,espada
erwiesen,comprovado
software,Programas
einschlagen,luta
schiebt,empurrando
geahnt,adivinhou
tätig,empregado
abgestürzt,travou
eingriff,intervenção
politisch,politicamente
gewöhnliche,ordinário
stärkste,mais forte
zuflucht,refúgio
generator,gerador
union,União
raven,Raven
ungeduldig,impaciente
unklar,não está claro
suspendiert,suspenso
arbeitsplatz,Ambiente de trabalho
treppen,Escadaria
matty,Matty
vereinen,unir
bruch,fratura
metern,metros
fällst,cai
unruhig,desconfortável
schlechteste,pior
platzt,estourando
plastik,plástico
abgerissen,arrancou
halber,encalhado
anvertraut,confiado
leder,couro
ausser,exceto
verfehlt,equívoco
verehrte,reverenciado
schmutz,sujeira
aufzuspüren,rastrear
stühle,cadeiras
rausbringen,trazer
komitee,Comitê
mamas,Mamãe
klarkommen,seja claro
propheten,profeta
durchsage,anúncio
flora,flora
stiefvater,padrasto
grimm,sinistro
lolle,ravina
faith,fé
auftreiben,encontrar
ernie,Ernie
nationen,nações
ausgaben,despesa
secret,segredo
käpt,boné
rauskriegen,sair
entstand,originado
alarmstufe,nível de alarme
übersetzen,traduzir
griechenland,Grécia
rüstung,armaduras
attentäter,assassino
tauben,surdo
gewohnheit,hábito
mieses,nojento
kindermädchen,babá
brenda,Brenda
nervst,chato
japanische,japonês
bitch,cadela
nsa,NSA
werner,Werner
beinhaltet,contém
donuts,Donuts
abgefeuert,despedido
luther,Lutero
davonkommen,fugir
godzilla,Godzilla
hinzufügen,adicionar à 
dreier,três
werwolf,lobisomem
denver,Denver
hebe,elevação
ehrgeiz,ambição
aufenthaltsort,morada
hinreißend,maravilhoso
gruß,saudações
borgia,Borgia
howie,Howie
mckay,McKay
dj,DJ
nu,Nu
zeichnung,desenho
geige,violino
fortsetzung,continuação
kotzt,vomitar
glückstag,dia de sorte
japanisch,japonês
archiv,arquivo
einholen,obtivermos
bush,arbusto
raushalten,não entre
verheimlicht,escondido
hacker,hacker
hingabe,dedicação
uhren,assistir
cyril,Cyril
erobert,conquistado
bandit,bandido
linien,linhas
umzugehen,lidar
roberto,Roberto
vornamen,primeiro nome
tessa,Tessa
nerv,nervo
berührung,contato
ergreift,agarrado
sattel,selim
gelangweilt,entediado
intakt,intacto
isabella,Isabella
poesie,poesia
pflegen,cuidar
belastet,sobrecarregado
reinlassen,deixe entrar
yen,Yen
geprügelt,espancado
perspektive,perspectiva
schreist,gritar
sperma,esperma
hingelegt,colocada
wildes,selvagem
begreifst,entender
marcie,Marcie
ii,Ii
metropolis,metrópole
schildkröte,tartaruga
umzingelt,cercado
buddha,Buda
bonus,bônus
wagst,audaz
spucken,saliva
einlassen,deixe entrar
günstig,barato
yu,yu
lebenslänglich,vitalício
sloane,Sloane
präzise,preciso
bilde,foto
sorgerecht,Cuidado
blinde,cego
gebot,oferta
p,P
zurückzahlen,reembolsar
ameisen,formigas
verleihen,emprestar
bearbeitet,processado
riker,Riker
deckel,tampa
theresa,Há um
pentagon,Pentágono
frechheit,bochecha
sinkt,pia
gastfreundschaft,hospitalidade
enthalten,conter
schwamm,esponja
glückliches,sortudo
sperrt,bloqueado
cliff,penhasco
healey,Heeley
container,Recipiente
aufsetzen,colocar
erhielten,recebido
ermöglicht,habilitado
erstellen,criar
cesare,Cesare
rausgeschmissen,expulso
vorgefallen,caiu
herbringen,trazer
freiwillige,voluntário
korrigieren,correto
leichnam,corpo
negative,negativo
never,nunca
schwebt,flutuador
vorsichtiger,mais cuidadoso
pilze,cogumelos
kürzer,mais curta
bezahl,pagar
behältst,conter
erfüllung,cumprimento
verbündeten,aliado
achtet,cuidadoso
meiden,evitar
ansichten,Visualizações
isoliert,isolado
ausschlag,irritação na pele
fünfzehn,quinze
aufruhr,revolta
felder,Campos
make,fazer
gesunde,saudável
toiletten,banheiros
schwierigen,difícil
crawford,Crawford
quittung,recibo
portal,portal
gesetzes,lei
großeltern,avó
mo,MO
investition,investimento
raj,Raj
schweiß,suor
selbstvertrauen,auto confiança
geschluckt,engolido
sendet,transmissão
aufgehängt,desligar
susie,Susie
taschenlampe,lanterna
saint,Santo
justiz,Judiciário
jägerin,caçadora
heer,exército
neapel,Nápoles
illegalen,ilegal
schuft,brecha
k.o.,K.O.
rückt,movimentos
drohte,ameaçado
scheiss,merda
zurückkehrt,retornar
verlangst,demandas
zünden,acender
ärgert,incomodado
großteil,Grande parte
instrument,instrumento
codes,códigos
herzogin,duquesa
bumsen,Porra
aktivität,atividade
entwickelte,desenvolvido
ronald,Ronald
gegenmittel,antídoto
reiches,rico
sheridan,Sheridan
taktik,táticas
studien,estudos
dramatisch,dramático
potenzial,potencial
anpassung,ajustamento
jugendliche,adolescente
ass,bunda
zerstörte,destruído
clowns,palhaços
professionelle,profissional
verlorenen,perdido
gelingen,ter sucesso
militärische,militares
atlanta,Atlanta
richards,Richards
ausgenutzt,explorado
maestro,maestro
brooks,Brooks
freies,livre
cheryl,Cheryl
gier,ambição
insbesondere,em particular
überzeugung,convicção
angemeldet,Registrado
winzige,pequeno
vorstellungen,imaginações
massaker,massacre
gail,Gail
ausdenken,Imagine
auspacken,descompactar
heizung,aquecimento
haley,Haley
magnus,Magnus
mußte,tive
erzähler,caixa
kolonie,colônia
gps,GPS
girls,garotas
gerichtssaal,Tribunal
donnerwetter,trovoada
studentin,estudante
greta,Greta
tickt,marcação
räumt,claro
boom,estrondo
miriam,Miriam
gesichtet,visto
kleben,aderir
zuzuhören,para ouvir
ritt,andar de
bauten,edifícios
abgeschaltet,desligado
atlantic,atlântico
marquis,marquês
teich,lago
raubüberfall,roubo
duell,duelo
keuchen,bolha
chirurgen,cirurgião
señorita,Señorita
wange,bochecha
auszuschalten,desligar
wiedergutmachen,reembolsar
k.,k.
vorbereitung,preparação
geile,tesão
kranker,pessoa doente
festplatte,disco rígido
stoß,choque
stieß,ressalto
eingreifen,intervenção
portland,Portland
enorm,enormemente
aufsuchen,Vá para
verzichte,sem
sichtbar,visível
pässe,Passaporte
vorschrift,regulamento
gehör,audição
jedermann,qualquer um
genieß,agradável
irgendjemanden,qualquer um
ups,ups
substanz,substância
amsterdam,Amsterdã
arbeitszimmer,Área de trabalho
notwehr,Defesa pessoal
patrouille,patrulha
gewitter,trovoada
dax,Dax
zeigten,mostrar
klappern,barulho
schmetterling,borboleta
sarge,caixões
preston,Preston
förmlich,formalmente
celia,Celia
tammy,Tammy
enger,mais perto
piep,bip
ausgetauscht,troca
baustelle,local de construção
bewirkt,realizado
brennan,Brennan
pratt,Pratt
gerochen,cheiro
meintest,significou
wusstet,mastigando
broadway,Broadway
drehst,vez
martini,martini
starrt,estrelado
austauschen,intercâmbio
janice,Janice
schnellen,rápido
beerdigt,enterrado
sozialen,social
angerührt,tocado
say,jogo
verläuft,corre
abschlussball,baile de formatura
medaille,medalha
vielmehr,muito mais
anschluss,conexão
anzünden,luz
wunderschöner,Mais bonito
naht,costura
handtücher,toalhas
basierend,baseado
perfekter,perfeito
ungewöhnliche,incomum
international,internacional
mistkerle,manobra
vizepräsident,vice-presidente
brichst,Brichest
abgelegt,armazenado
halluzinationen,Alucinações
festnahme,prender prisão
steph,Steph
pirat,pirata
umwelt,ambiente
axel,Axel
butch,bunda
teilweise,parcialmente
verfickte,Porra
dat,dat
bearbeiten,editar
fetter,desbotando
natürlichen,natural
ausgestellt,exibido
wendet,voltas
gewöhnlicher,mais comum
lavon,Lavon
springe,pular
gingst,mergulhe
änderungen,mudanças
orbit,órbita
kapsel,cápsula
unbewaffnet,desarmado
internat,internato
zeile,linha
mühle,moinho
zeitalter,idade
gabst,Gabst
neger,negro
prediger,pregador
schwache,fraqueza
minen,minas
paulie,Paulie
geheimes,segredo
sessel,cadeirão
wegbringen,trazer embora
shepherd,pastor
weiterhelfen,ajuda
verpflichtung,Obrigação
baten,adorar
geparkt,estacionado
gerichtsmediziner,médico forense
anita,Anita
zurückkommst,voltar
bluse,blusa
reines,puro
gegenleistung,compensação
jaffa,Jaffa
gemeinsames,comum
japanischen,japonês
kehre,dobrar
helfer,ajudante
aufstieg,escalar
entkommt,escapou
partie,jogo
lächle,sorriso
verdeckt,abordado
abfall,desperdício
hauptrolle,papel de liderança
lilly,Lilly
tarzan,Tarzan
klingel,Sino
jens,Jens
flirten,flertar
spanier,espanhol
taxifahrer,taxista
länge,comprimento
träumst,sonhar
tausenden,milhares
blockieren,Bloquear
darcy,Darcy
ausschließen,excluir
kiki,Kiki
wechselt,mudando
erforschen,explorar
scanner,Scanner
eisenbahn,Ferrovia
rumsitzen,sente -se
munter,vivaz
zugesehen,visto
karma,carma
tristan,Tristan
stückchen,pedaço
provinz,província
mitgemacht,participou
yvonne,Ivone
pärchen,par
kritisch,crítico
peters,Peters
suzanne,Suzanne
gesunden,saudável
finanziert,financiado
elektrizität,eletricidade
busen,seio
erlebnis,aventura
mccoy,McCoy
vaterland,pátria
bitter,amargo
schleier,véu
notarzt,médico de emergência
stattfindet,acontece em
hervorragende,excelente
krimineller,Criminoso
durchatmen,respirar
stopfen,Plugue
übergabe,entregando
monatelang,por meses
beeile,pressa
harley,Harley
unterschreibe,sinal
effekt,efeito
einlegen,inserir
verwirrung,confusão
überschritten,excedido
where,onde
instrumente,instrumentos
mailand,Milão
belassen,deixar
latein,Latim
caine,Caine
großartiges,ótimo
billie,Billie
grundlage,base
reihenfolge,seqüência
körperliche,físico
würmer,vermes
arena,arena
mexico,México
hong,Hong
ballett,Balé
luder,cadela
gerald,Gerald
werke,fábricas
bullshit,besteira
mae,Mae
verfolgung,perseguição
lizzie,Lizzie
männlichen,macho
exemplar,cópia de
bedauerlich,lamentável
blinden,cego
jage,Caçando
cd,CD
honey,mel
finanzieren,finança
anstalt,instituição
vorbeischauen,soltar de
v.,v.
pakt,pacto
damm,barragem
laser,laser
gustav,Gustav
einsamen,sozinho
derart,de tal maneira
unteren,mais baixo
versammeln,juntar
behörde,autoridade
info,informações
beckett,Beckett
gedeckt,abordado
köter,tremor
positionen,posições
vertrete,representar
kirby,Kirby
vergewaltigen,estupro
chemikalien,produtos químicos
verwechseln,confuso com
helle,brilhante
vergrößern,prolongar
anhaben,vestir
tuvok,Tuvok
angepisst,puto
ida,Ida
mississippi,Mississippi
unterschlupf,abrigo
hemden,camisa
besen,vassoura
herkomme,suba
ließe,deixar
jazz,jazz
eilt,apressado
candy,doce
vorwerfen,acusar
plans,planos
il,Il
abzuhalten,parar
odo,Odo
tugend,Virtude
fürsten,Principe
neuanfang,novo começo
drängt,urgente
verweigern,recusar
töne,tons
patricia,Patricia
maureen,Maureen
staates,estado
anordnung,arranjo
orchester,orquestra
senf,mostarda
qualen,tormento
verwaltung,administração
übertreibst,exagerado
anonymen,anônimo
galt,aplicado
ver,ver
scherzen,para brincar
ausgeflippt,Freaky
modern,moderno
schwiegersohn,Genro
getränk,bebida
hörer,ouvinte
finanzen,finança
bang,Bang
colorado,Colorado
vernünftige,razoável
verteidiger,defensor
rupert,Rupert
verbirgt,escondido
ähnliche,semelhante
bevorzugen,preferir
bea,Bea
hindurch,através
eigentliche,real
belästigung,assédio
seltene,cru
mysteriöse,misterioso
vorsitzende,presidente
anzüge,se adequa
haue,matiz
häh,rígido
feuert,ferozmente
vorausgesetzt,oferecido
profitieren,beneficiar
sabine,Sabine
kaltes,frio
eingedrungen,penetrado
huch,cereja
creek,Riacho
vorläufig,provisoriamente
canyon,Canyon
adern,veias
mordkommission,Comissão de assassinato
schnattert,tapa
baxter,Baxter
piepsen,bip
benutz,usar
chelsea,Chelsea
dämliche,estúpido
erkältung,um resfriado
belohnt,recompensado
grinsen,sorriso
bund,Federação
gestochen,picado
katharina,Katharina
moms,momento
provozieren,provocar
geschmeichelt,lisonjeado
anrichten,arranjo
letztlich,em última análise
gehirnerschütterung,concussão
lehnen,magro
geknackt,rachado
partnerschaft,parceria
eingeschaltet,ligadas
whitney,Whitney
skye,Skye
gestohlenen,roubado
aufhörst,parou
tagelang,por dias
oswald,Oswald
scofield,Scofield
unterscheidet,difere
begleiter,companheiro
margot,Margot
ober,superior
tödlichen,fatal
apokalypse,Apocalipse
k.i.t.t.,Putty.
much,muito
knabe,garoto
montgomery,Montgomery
eingebildet,pretensioso
berühmter,famoso
reihen,classificações
schwindler,vigarista
verarschst,Prudente
maß,medir
rechtsanwalt,Advogado
geritten,montar
romantik,romance
net,líquido
räder,rodas
nanny,babá
betsy,Betsy
erklärungen,Explicações
haushälterin,empregada
gütig,tipo
privatdetektiv,Detetive particular
rumhängen,passar tempo junto
ansteckend,transmissível
marcy,Marcy
anstoßen,Nudge
michaels,Michaels
gefüttert,alimentado
nackten,nu
nervig,chato
neuem,novo
sheppard,Sheppard
geistig,mentalmente
niedergeschlagen,depressivo
nicolas,Nicolas
herumlaufen,Corra em volta
einmalige,exclusivo
verstößt,violado
ähnelt,se assemelha
morphium,morfina
tool,ferramenta
bote,entregador
monitor,monitor
kooperation,cooperação
schwerkraft,gravidade
abgewiesen,rejeitado
auserwählt,escolhido
bedacht,cuidadoso
frucht,fruta
phaser,phaser
söldner,mercenário
taugt,bom -natura
dalton,Dalton
objekte,objetos
pulli,suéter
ärzten,médicos
kiefer,mandíbula
aufwecken,acordar
angemacht,virado
klugscheißer,inteligente
zaubern,varinha
gabel,garfo
engagieren,envolver
funktionierte,trabalhado
gross,grande
schwächer,mais fraco
empfindest,sentir
führ,guia
ernsthafte,sério
vermitteln,comunicar
einzusetzen,usar
andreas,Andreas
hughes,Hughes
jenen,que
nonnen,Freiras
vorgehensweise,método
wat,Wat
spender,distribuidor
val,Val
company,empresa
blauer,azul
rasiert,raspada
vergebt,esquecido
mayday,Socorro
venus,Vênus
verhafte,preso
steigst,escalando
identisch,idêntico
bange,ansioso
bekämpft,disputado
jep,Sim
gastgeber,hospedar
innenstadt,Centro da cidade
mitbewohnerin,colega de apartamento
papas,pai
schwindelig,tonto
dc,DC
ratschlag,Conselho
scham,vergonha
intensiv,intensivo
amigo,Amigo
louie,Louie
defekt,defeituoso
beziehen,relacionar
or,ou
talentiert,talentoso
bridget,Bridget
gretchen,Gretch
angezeigt,exibido
schaufel,pá
erschüttert,chocado
reingefallen,caiu por
vetter,primo
braunen,bronzeado
boys,Rapazes
bestechen,suborno
rücksitz,banco de trás
sicherzustellen,garantir
verärgern,ancestral
magier,mágico
management,gerenciamento
eröffnung,abertura
grill,grade
schiffen,enviar
passte,ajustar
deacon,diácono
chefs,chefes
verbinde,combinar
würfel,dados
physik,física
dosen,doses
grove,Arvoredo
champ,campeão
möchtet,querer
porno,pornô
absoluter,absoluto
stadion,Estada
abgeschossen,abatido
streben,esforço
durchstehen,atravessar
beging,empenhado
streik,batida
weiterfahren,continuar
ramon,Ramon
tipps,pontas
sweet,doce
hinsehen,olhar
isabel,Isabel
starte,começar
plätzchen,biscoito
magazine,revista
wanda,parede
beruht,é baseado
ragnar,Ragnar
korruption,corrupção
wimmelt,natação
hook,gancho
lux,Luxo
abgestellt,desligado
liefere,entrega
anschließend,depois
grube,poço
mei,Mei
flieht,foge
schriftlich,em forma escrita
kamerad,amigo
irrelevant,irrelevante
ironisch,irônico
herab,abaixo
friedrich,Frederick
stier,touro
entschluss,decisão
gescheitert,fracassado
begrüße,saudar
kitt,Putty
desaster,desastre
wachsam,vigorosamente
startklar,pronto para ir
gutmachen,fazer bem
log,registro
luca,Luca
hypothek,hipoteca
anhand,baseado
schlagzeilen,manchetes
auslöser,acionar
gaius,Gaius
kündigung,terminação
atlantis,Atlantis
entzug,cancelamento
server,servidor
adele,nobreza
leibwächter,escolta
abzulenken,distrair
angeben,indicar
abknallen,bater
schuldigen,culpado
thor,Thor
erschrocken,com medo
lehrte,ensinado
häschen,coelhinho
daily,diário
handschuh,Luva
seide,seda
bewaffnete,armado
caesar,César
sklavin,escravo
leinwand,tela
erzählten,contado
geguckt,visto
georgie,Georgie
stimmts,certo
brendan,Brendan
leichten,luz
phillips,Phillips
pistolen,pistola
verbringst,gastar
scannen,Digitalizar
richmond,Richmond
klatschen,aplaudir
städten,cidades
ohrringe,brincos
präsentation,apresentação
gotham,Gotham
häuschen,casa
vermittlung,mediação
zahnbürste,escova de dente
feinen,multar
blei,liderar
gönnen,tratar
schlugen,chocado
sprüche,Provérbios
erreichbar,acessível
scheißdreck,merda
kerlen,pessoal
zuverlässig,confiável
sasha,Sasha
